,trial_no,max_depth,imp_threshold,min_samples_split,min_impurity_decrease,criterium,n_steps,adaptive,train_score,metric,opt_direction,test_score,error
158,62,4,1e-07,2,6.120584346059904e-07,huber,auto,False,0.8598776179569411,r2_score,maximize,0.8645107788083111,
159,60,4,1e-07,5,1e-07,huber,auto,False,0.8598776179569411,r2_score,maximize,0.8645107788083111,
160,58,4,1e-07,10,2.7530930491730103e-05,huber,auto,False,0.8598776179569411,r2_score,maximize,0.8645107788083111,
161,125,4,0.05,2,6.567267457384752e-05,huber,auto,False,0.8598776179569411,r2_score,maximize,0.8645107788083111,
162,64,4,0.05,5,5.3702558123807585e-06,huber,auto,False,0.8598776179569411,r2_score,maximize,0.8645107788083111,
163,32,5,1e-07,5,7.021373326381213e-07,mae,auto,False,0.8648307649584597,r2_score,maximize,0.863954144210079,
164,47,5,0.04999999999999994,10,0.00012946313552255131,mae,auto,False,0.8648307649584597,r2_score,maximize,0.863954144210079,
165,42,5,0.04999999999999994,2,1e-07,mae,auto,False,0.8648307649584597,r2_score,maximize,0.863954144210079,
166,5,5,1.4661042361035067e-07,10,6.439714090251268e-05,mae,auto,False,0.8648307649584597,r2_score,maximize,0.863954144210079,
167,25,5,0.05,2,1.4252860676308696e-05,mae,auto,False,0.8648307649584597,r2_score,maximize,0.863954144210079,
168,70,5,1e-07,10,1e-07,mae,auto,False,0.8648307649584597,r2_score,maximize,0.863954144210079,
169,27,5,0.05,5,1.3881088513983598e-05,mae,auto,False,0.8648307649584597,r2_score,maximize,0.863954144210079,
170,19,5,1e-07,2,1e-07,mae,auto,False,0.8648307649584597,r2_score,maximize,0.863954144210079,
171,18,5,0.05,10,1e-07,mae,auto,False,0.8648307649584597,r2_score,maximize,0.863954144210079,
172,1,5,2.1988359660090037e-07,5,0.000522533477381128,mae,auto,False,0.8648128530598311,r2_score,maximize,0.8630907975656248,
173,92,4,0.05,5,1e-07,mse,auto,False,0.8582744546445223,r2_score,maximize,0.8626413043770328,
174,44,4,1e-07,2,5.372573889836823e-05,mse,auto,False,0.8582744546445223,r2_score,maximize,0.8626413043770328,
175,9,4,0.00017677296414600753,2,2.8627278977246677e-07,mse,auto,False,0.8582744546445223,r2_score,maximize,0.8626413043770328,
176,59,4,1e-07,5,1e-07,mse,auto,False,0.8582744546445223,r2_score,maximize,0.8626413043770328,
177,77,4,0.05,5,4.0242216723335355e-05,mse,auto,False,0.8582744546445223,r2_score,maximize,0.8626413043770328,
178,50,4,0.04999999999999994,10,3.7005588409349177e-06,mse,auto,False,0.8582744546445223,r2_score,maximize,0.8626413043770328,
179,61,4,1e-07,10,0.0007871282626424566,mse,auto,False,0.8578479389240709,r2_score,maximize,0.8618309984761363,
180,7,3,2.223970124252846e-06,5,0.0007072565480610698,mse,auto,False,0.8559898102712045,r2_score,maximize,0.8597676937121692,
181,179,3,0.05,2,1e-07,mse,auto,False,0.8559898102712045,r2_score,maximize,0.8597676937121692,
182,0,3,0.00010563260861381648,10,0.000550078984732452,mse,auto,False,0.8559898102712045,r2_score,maximize,0.8597676937121692,
183,37,3,0.05,5,1.647959669950618e-06,mse,auto,False,0.8559898102712045,r2_score,maximize,0.8597676937121692,
184,66,3,1e-07,10,7.441015373323986e-05,mse,auto,False,0.8559898102712045,r2_score,maximize,0.8597676937121692,
185,4,5,2.440106227478093e-07,2,0.001728310149789484,mse,auto,False,0.854241203484075,r2_score,maximize,0.8564722660754165,
186,57,4,0.05,10,1.2737970251314454e-05,mae,auto,False,0.8532359856595324,r2_score,maximize,0.8485448673144704,
187,3,2,0.005469127599175856,2,8.05195088657511e-07,huber,auto,False,0.8180176233151966,r2_score,maximize,0.8252695346831331,
188,14,2,1e-07,10,1e-07,mse,auto,False,0.8180176233151966,r2_score,maximize,0.8252695346831331,
189,8,2,2.502475838964357e-06,2,6.015316353972945e-05,huber,auto,False,0.8180176233151966,r2_score,maximize,0.8252695346831331,
190,56,2,0.05,5,0.000151109912170205,mse,auto,False,0.8180176233151966,r2_score,maximize,0.8252695346831331,
191,21,2,1e-07,10,1e-07,huber,auto,False,0.8180176233151966,r2_score,maximize,0.8252695346831331,
192,26,5,1e-07,2,0.05,mae,auto,False,0.8075384352955202,r2_score,maximize,0.8109043328452408,
193,71,2,1e-07,5,0.0035504062531475336,mae,auto,False,0.8075384352955202,r2_score,maximize,0.8109043328452408,
194,12,2,1e-07,5,1e-07,mae,auto,False,0.8075384352955202,r2_score,maximize,0.8109043328452408,
195,10,2,0.05,2,0.05,mae,auto,False,0.8075384352955202,r2_score,maximize,0.8109043328452408,
196,13,5,0.05,5,0.05,mse,auto,False,0.7873367223355225,r2_score,maximize,0.7958320770607459,
197,11,5,0.05,5,0.05,huber,auto,False,0.7873367223355225,r2_score,maximize,0.7958320770607459,
198,15,2,8.683047924903115e-06,2,0.05,mse,auto,False,0.7873367223355225,r2_score,maximize,0.7958320770607459,
199,2,3,0.00015849749715096136,5,6.608518772338821e-07,msle,auto,False,,r2_score,maximize,-1e-08,MSLE can only be deployed if y > -1
