,trial_no,max_depth,imp_threshold,min_samples_split,min_impurity_decrease,criterium,n_steps,adaptive,train_score,metric,opt_direction,test_score,error
189,0,3,0.00010563260861381648,10,0.000550078984732452,mse,auto,False,0.7249656542045221,r2_score,maximize,0.789763726638942,
190,28,2,0.05,2,1e-07,mae,auto,False,0.6468267629484903,r2_score,maximize,0.697752346529739,
191,3,2,0.005469127599175856,2,8.05195088657511e-07,huber,auto,False,0.6830173702691194,r2_score,maximize,0.654198690574648,
192,13,2,1e-07,2,1e-07,mse,auto,False,0.6830173702691194,r2_score,maximize,0.654198690574648,
193,95,2,1e-07,2,0.003674823241950436,mse,auto,False,0.6830173702691194,r2_score,maximize,0.654198690574648,
194,8,2,2.502475838964357e-06,2,6.015316353972945e-05,huber,auto,False,0.6830173702691194,r2_score,maximize,0.654198690574648,
195,12,5,0.05,2,0.05,mse,auto,False,0.6830173702691194,r2_score,maximize,0.654198690574648,
196,26,5,1e-07,2,0.05,mae,auto,False,0.6074241305297233,r2_score,maximize,0.6489796171794568,
197,10,2,0.05,2,0.05,mae,auto,False,0.6074241305297233,r2_score,maximize,0.6489796171794568,
198,19,5,0.05,5,0.05,huber,auto,False,0.5934457434915987,r2_score,maximize,0.4409098750640078,
199,2,3,0.00015849749715096136,5,6.608518772338821e-07,msle,auto,False,,r2_score,maximize,-1e-08,MSLE can only be deployed if y > -1
